vintage,age,dependents,city,customer_nw_category,branch_code,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,days_since_last_transaction,gender_Male,occupation_retired,occupation_salaried,occupation_self_employed,occupation_student
2145,23,0.0,118.0,2,325,22898.32,25079.47,25550.84,32114.42,0.49,0.49,2412.39,1987.47,24065.36,25623.27,1570,True,False,False,False,True
2141,31,0.0,11.0,3,870,4928.2,4928.2,5212.42,6299.73,0.24,0.24,0.24,0.24,4928.2,5066.49,1618,False,False,False,True,False
2194,52,0.0,1061.0,3,2522,2055.39,2332.93,2431.36,3609.37,0.51,0.51,251.81,287.6,2122.74,2413.43,1698,True,False,True,False,False
2160,59,1.0,1046.0,2,102,4251.02,7270.39,9110.57,41159.16,0.31,0.31,3911.24,3826.39,5737.02,8553.11,1626,True,False,False,True,False
1951,63,0.0,1328.0,2,362,2898.42,3014.62,2961.36,2918.77,0.26,43.11,116.46,0.26,2917.05,2995.27,1553,True,False,True,False,False
2209,40,0.0,409.0,3,1669,870.03,1332.37,1481.12,2629.89,0.6,1.01,605.8,737.6,1110.32,1620.8,1539,True,False,True,False,False
1654,39,0.0,1046.0,3,2451,2550.67,2664.25,2979.42,4750.92,71.5,154.36,142.21,0.07,2657.5,2589.22,1521,True,False,False,True,False
2386,55,0.0,334.0,1,10,1807.1,1933.76,1927.76,2829.56,0.14,1.01,66.48,64.73,1943.05,1960.08,1551,False,False,False,True,False
2099,27,2.0,334.0,2,232,3317.05,1318.72,6217.33,11033.74,0.64,0.64,62.66,43.26,1762.39,6277.04,1820,False,False,False,True,False
2239,35,0.0,569.0,3,768,2160.71,2419.84,2113.14,2005.3,0.36,0.36,1611.0,296.71,1999.55,2523.89,1575,True,False,False,True,False
2080,52,0.0,15.0,2,6,2240.46,2793.01,2727.75,4431.07,0.01,0.01,580.73,142.87,2383.42,2808.16,1601,True,False,True,False,False
2223,51,0.0,334.0,1,17,12324.2,13091.03,14528.54,5969.73,178.83,143321.69,963.94,143026.49,13109.99,25358.54,1531,True,False,False,True,False
2193,44,0.0,1020.0,3,829,1148.41,2199.13,2417.35,4242.5,0.06,0.06,1050.77,0.06,1477.03,2199.13,1629,True,False,False,True,False
1922,59,0.0,1096.0,1,134,2771.16,4963.47,4146.34,2206.27,7562.22,1874.02,6206.91,766.16,4876.39,4304.34,1513,False,False,False,True,False
1794,42,0.0,613.0,3,1734,1886.31,1886.31,1862.34,1703.67,0.36,0.36,0.36,0.36,1886.31,1886.31,1584,False,False,False,True,False
1585,26,0.0,1494.0,2,1702,1815.61,6101.33,5362.41,14631.67,0.69,0.69,4286.4,0.69,3884.58,6101.33,1776,False,False,False,True,False
2379,45,0.0,1020.0,1,16,6106.84,43173.19,37351.48,14148.1,16000.17,18189.0,3723.09,1107.79,41479.23,36283.59,1507,True,False,False,True,False
2108,74,0.0,1643.0,1,210,19542.93,20049.3,20468.18,21943.51,0.46,0.46,506.83,506.83,20031.84,20441.33,1728,True,False,False,True,False
2165,30,2.0,1096.0,3,1671,2164.06,1743.46,1668.27,1126.23,1.19,4459.56,39.34,2828.19,1843.91,2893.38,1519,True,False,True,False,False
2408,47,0.0,1314.0,3,1059,3225.17,3353.74,3252.8,1307.53,0.4,286.11,0.4,0.4,3238.47,3310.88,1560,False,False,False,True,False
2132,43,0.0,1232.0,2,900,4550.35,4593.21,4196.58,3396.65,0.53,500.53,43.39,0.53,4585.82,4286.75,1547,False,False,False,True,False
2369,47,0.0,1347.0,2,817,242.73,2254.31,1458.26,2110.48,214.37,142.94,2215.66,142.94,240.31,2147.9,1531,False,False,False,True,False
1764,80,0.0,1020.0,1,321,7320.86,5753.67,5892.84,4641.27,3050.49,275.04,1428.64,0.07,6585.27,5623.89,1507,False,False,False,True,False
2264,50,2.0,623.0,2,1228,23032.09,66165.29,60817.39,13719.47,129.44,0.7,43254.77,239.41,50265.5,66196.64,1520,False,False,False,True,False
2258,50,0.0,941.0,3,2318,4052.41,3881.34,3408.09,1882.59,3095.73,3114.94,2071.8,1949.08,3358.69,2087.51,1507,True,False,True,False,False
2163,55,0.0,0.0,3,1348,1280.19,1211.1,1463.33,1458.95,66.54,66.56,0.06,0.06,1215.64,1148.96,1507,False,False,False,True,False
2388,64,0.0,563.0,3,278,3607.69,3607.69,3436.06,1457.51,0.4,0.4,0.4,43.26,3607.69,3638.1,1670,False,True,False,False,False
2305,53,0.0,674.0,2,2458,8662.45,10282.11,9846.1,9418.28,0.16,0.16,1619.81,0.16,9198.05,10282.11,1588,True,False,False,True,False
2346,81,0.0,1525.0,2,146,1682.89,1597.18,1866.2,1651.2,0.09,166.59,0.09,714.37,1671.07,1807.66,1558,True,True,False,False,False
2308,58,0.0,834.0,3,106,1550.14,1528.69,1507.04,2479.29,0.34,0.34,121.76,0.34,1643.47,1510.26,1656,False,False,False,True,False
1718,61,0.0,617.0,2,1362,28777.84,29349.27,29311.03,29632.3,0.47,0.47,571.9,286.19,28856.66,29441.44,1765,True,False,False,True,False
2144,36,0.0,1353.0,3,369,4295.06,4337.91,4427.2,4881.51,0.23,656.09,0.23,714.51,4311.31,4515.87,1553,True,False,False,True,False
2102,45,0.0,900.0,2,1828,1613.14,1613.14,1950.54,3159.89,0.69,0.69,0.69,244.26,1613.14,1994.17,1737,True,False,False,True,False
1916,58,0.0,834.0,3,8,4531.48,4936.88,4339.98,5144.9,1031.99,1826.81,1429.03,1214.74,4726.3,3721.23,1524,True,False,True,False,False
2445,37,0.0,1232.0,2,29,9959.21,9959.21,9671.66,8893.48,0.19,514.47,0.19,0.19,9959.21,9610.83,1545,True,False,False,True,False
1938,61,0.0,983.0,3,238,9785.16,10007.44,10066.41,9934.82,0.6,0.6,0.6,129.17,9894.02,10065.5,1588,True,False,False,True,False
1941,30,0.0,531.0,3,586,3680.74,3178.87,2868.03,3720.15,996.53,877.61,721.79,1096.27,2898.41,2707.44,1507,False,False,True,False,False
2399,54,2.0,1232.0,3,103,236.38,16933.35,3554.34,813.24,9612.65,20665.68,26106.05,7658.82,3817.43,2841.7,1527,True,False,False,True,False
1773,54,0.0,579.0,3,192,4771.17,485.45,1475.44,2497.72,0.6,0.6,0.6,0.6,1519.94,485.45,1622,False,False,False,True,False
1697,70,1.0,834.0,2,1925,2900.63,5825.55,4116.62,12587.59,3143.27,2143.27,5139.61,303.31,4564.34,4432.56,1518,True,False,False,True,False
2045,69,3.0,1096.0,3,129,140.87,56.03,1804.93,8911.35,85.19,0.34,0.34,2800.34,126.24,197.5,1530,True,True,False,False,False
1771,45,0.0,1613.0,3,109,8940.03,8320.96,9235.17,10282.04,19.76,188.33,0.47,3532.23,8547.12,8689.09,1511,True,False,True,False,False
2147,45,2.0,61.0,1,263,2155.04,2066.73,1986.3,1425.05,85.73,285.73,0.01,0.01,2142.95,2038.72,1531,True,False,False,True,False
2281,37,0.0,1525.0,2,160,4440.14,4101.26,4088.28,4092.21,339.74,339.57,0.46,0.46,4543.68,4024.69,1528,False,False,False,True,False
2278,43,0.0,409.0,2,331,24031.17,19835.29,23255.84,23991.7,0.04,0.04,0.04,7544.19,22584.31,21988.32,1863,True,False,True,False,False
2378,26,0.0,146.0,2,1755,11485.61,11140.32,9323.23,7731.96,0.57,1429.14,0.57,0.57,11101.18,9472.45,1538,True,False,True,False,False
2304,61,0.0,1096.0,3,292,3923.73,2138.02,2841.48,1927.1,1786.24,0.53,0.53,1316.41,2384.32,2686.21,1511,False,False,False,True,False
2433,37,0.0,1388.0,2,42,10034.72,8606.15,8348.24,4377.27,1428.64,1428.64,0.07,0.07,9542.11,7822.74,1526,False,False,False,True,False
2286,45,4.0,1431.0,3,1634,7222.96,9898.29,9539.14,19455.6,114.36,0.07,8395.41,1525.67,8125.25,9488.85,1521,True,False,True,False,False
2178,53,0.0,579.0,2,192,9526.4,10350.37,11160.71,9484.31,784.24,1264.29,190.35,1213.17,9772.01,11197.14,1507,True,False,True,False,False
2326,46,0.0,25.0,3,214,556.91,1313.98,1815.44,3028.92,428.61,2500.04,0.04,7.19,487.7,1471.08,1513,True,False,False,True,False
2318,50,0.0,1295.0,3,2448,2234.3,2435.72,2511.39,2410.49,0.59,0.59,666.01,676.43,2246.16,2456.74,1735,True,False,True,False,False
2261,49,0.0,1096.0,1,924,6506.6,7165.18,7232.85,5178.3,0.29,0.09,436.81,220.31,6899.47,7210.06,1520,False,False,True,False,False
2164,22,0.0,1494.0,3,1708,1700.85,1765.1,1891.04,2329.36,0.16,0.16,64.41,169.44,1703.06,1878.76,1678,True,False,False,False,True
2146,63,2.0,848.0,2,167,2575.58,-233.24,5661.0,8734.37,14285.9,0.19,12905.9,2545.69,9332.94,2111.08,1530,True,False,False,True,False
1729,19,0.0,575.0,3,572,2262.83,2262.83,2175.27,2106.54,0.11,142.97,0.11,0.11,2262.83,2143.01,1540,False,False,False,False,True
1691,22,0.0,1020.0,2,13,8546.46,8689.31,6604.63,3284.5,0.11,5714.4,0.11,0.11,8551.38,8140.93,1565,True,False,False,False,True
2287,67,0.0,1020.0,1,1,2046.92,1899.61,5104.78,12367.98,21429.06,0.49,149.34,777.79,1856.55,1225.41,1507,True,False,False,True,False
1959,60,1.0,1525.0,2,143,17633.61,17631.78,17630.88,7519.09,0.01,0.01,0.01,0.01,17633.04,17630.82,1629,True,False,False,True,False
2346,55,0.0,1020.0,3,1108,5181.55,10670.59,10594.41,10795.74,0.3,0.3,5489.34,0.3,10409.78,10670.59,1628,False,False,False,True,False
2217,47,0.0,1096.0,2,26,2331.55,2329.32,2397.61,2560.81,0.46,0.46,0.46,37.84,2330.4,2327.92,1582,True,False,False,True,False
2235,48,0.0,318.0,1,1223,1701.25,1803.9,1962.42,3045.37,786.03,786.03,981.11,14.6,1846.16,1801.12,1521,False,False,True,False,False
2377,52,2.0,1150.0,3,2658,11003.88,11268.89,11130.86,11143.76,0.49,0.49,265.5,265.5,11067.85,11320.18,1569,True,False,False,True,False
2143,44,0.0,1020.0,3,582,4257.31,4257.31,3195.56,11801.19,0.41,1857.56,0.41,428.99,4257.31,4100.63,1563,True,False,False,True,False
2065,76,0.0,1020.0,2,1574,9409.47,9841.9,2328.08,325.59,7160.81,9419.29,7571.81,71.81,4699.0,1743.91,1510,True,True,False,False,False
1332,49,2.0,15.0,3,889,2935.18,3140.68,3012.4,1593.63,0.3,4366.13,209.01,4543.01,2963.86,3296.12,1555,True,False,False,True,False
2027,44,0.0,146.0,2,75,5065.73,2217.15,2414.22,4291.67,2857.2,0.06,8.61,0.06,2702.38,2217.15,1512,False,False,False,True,False
1765,71,0.0,1096.0,2,457,4531.34,4529.11,4527.46,4492.42,0.34,0.34,0.34,0.34,4530.72,4527.69,1699,False,True,False,False,False
1906,45,0.0,1020.0,2,239,5270.28,6495.96,6059.6,5475.62,0.69,396.84,2395.21,7135.7,6327.38,6890.68,1539,False,False,True,False,False
1765,38,0.0,233.0,2,1033,12745.95,12745.95,10226.75,13586.47,0.3,5714.59,0.3,0.3,12745.95,9612.31,1549,True,False,False,True,False
2230,84,0.0,834.0,2,105,13774.03,13586.02,13603.05,13224.72,330.19,0.17,0.17,0.17,13637.09,13586.02,1514,True,False,False,True,False
1568,56,2.0,1020.0,3,84,14641.16,15053.46,15419.77,18260.02,0.61,41.86,742.19,1737.96,14743.77,14938.54,1549,True,False,True,False,False
1739,45,2.0,335.0,3,1529,368.3,4125.09,2723.74,1175.5,4571.92,4286.0,8281.47,4026.6,3316.94,3093.73,1510,True,False,False,True,False
1912,48,0.0,1433.0,2,2304,1456.19,1627.62,1659.21,5470.52,0.67,0.67,0.67,0.67,1489.2,1658.5,1682,False,False,False,True,False
2112,59,0.0,1020.0,3,1451,1259.9,1542.17,1684.63,1924.22,357.66,29.09,311.36,323.34,1390.51,1704.93,1507,False,False,False,True,False
2021,61,0.0,136.0,3,1885,2714.69,2714.69,2668.61,3010.53,0.43,0.43,0.43,0.43,2714.69,2714.69,1567,True,False,False,True,False
1848,24,0.0,1096.0,2,1001,2601.57,2632.47,2589.28,1176.9,0.24,252.66,25.3,184.91,2617.75,2582.09,1539,False,False,False,False,True
1982,46,4.0,1020.0,2,118,2055.7,2128.81,2002.95,1981.9,260.67,260.67,578.13,504.13,1932.45,2001.79,1507,False,False,False,True,False
1879,29,0.0,146.0,2,1569,2344.17,3975.56,2953.63,1055.0,0.36,0.36,1631.74,0.36,2871.94,3975.56,1826,True,False,True,False,False
2125,34,0.0,623.0,3,2604,7593.4,929.26,3376.83,534.18,8571.77,474.63,6902.11,1897.75,7228.37,416.63,1533,True,False,True,False,False
1927,30,0.0,1002.0,3,1111,404.41,4568.98,5573.99,8477.24,793.09,1907.76,6671.33,10323.19,3020.59,7713.07,1530,True,False,False,False,True
2257,55,0.0,661.0,3,2531,3808.52,2992.34,2943.87,2574.69,3481.51,858.99,2285.74,0.03,3751.08,2708.82,1507,False,False,False,True,False
2053,33,0.0,146.0,2,1079,11774.15,11191.26,11020.89,13948.39,0.31,0.31,904.5,1108.19,10996.95,10376.87,1581,True,False,True,False,False
2132,70,0.0,409.0,2,1668,24123.13,42708.85,24205.64,5653.79,0.14,36678.71,4285.86,0.14,29752.69,36806.31,1562,False,False,False,True,False
1812,68,0.0,834.0,2,2492,9138.44,8930.01,8708.04,6063.17,209.01,209.31,0.59,0.59,9029.19,8827.66,1519,False,True,False,False,False
2316,36,0.0,856.0,3,71,1437.22,1699.45,1532.65,2633.75,0.7,0.7,220.07,0.7,1511.95,1702.21,1581,False,False,False,True,False
2175,41,0.0,372.0,2,236,2381.83,4524.69,4581.68,4047.62,0.47,0.47,2143.33,163.63,4450.79,4606.4,1598,True,False,False,True,False
1718,63,0.0,1002.0,3,2112,67.73,4924.87,4962.06,7189.2,0.01,0.01,4857.16,2142.87,1082.51,6722.11,1730,True,False,False,True,False
2338,55,0.0,1096.0,2,11,5439.64,5751.4,5330.75,3775.58,1929.1,1960.16,3228.36,24786.81,1692.54,6684.5,1520,False,False,False,True,False
2106,37,0.0,1020.0,3,212,1925.71,8173.45,2080.36,4007.97,1431.24,5716.76,8571.84,183.27,1260.72,4094.19,1507,False,False,False,True,False
2192,40,0.0,834.0,3,349,3544.05,4091.09,4104.96,3629.88,0.57,0.57,546.8,15.57,4052.8,4104.16,1616,True,False,True,False,False
2150,71,4.0,1020.0,1,80,95267.56,92645.57,93559.26,88511.84,88336.6,0.33,0.33,0.33,95970.29,92645.57,1508,True,False,False,True,False
2387,65,0.0,1232.0,3,149,1699.46,1536.79,1625.15,1392.24,0.01,392.26,0.01,0.01,1673.6,1210.33,1539,False,False,False,True,False
2453,43,0.0,1096.0,2,615,3086.93,9877.36,8583.52,11820.01,0.41,0.41,6478.86,1286.61,2524.45,9580.56,1642,True,False,True,False,False
2036,66,2.0,15.0,1,49,681.3,2197.95,3288.56,7606.64,1828.77,357.34,2857.34,1874.49,1793.25,3287.64,1511,True,False,False,True,False
2291,65,2.0,1020.0,1,539,17106.86,17749.22,15374.04,20661.11,4.15,5802.21,652.08,528.89,17333.76,14964.25,1511,False,False,False,True,False
2390,49,3.0,1232.0,3,1797,2696.42,2694.37,2915.49,3366.56,0.33,0.33,0.33,0.33,2694.94,2692.18,1673,True,False,False,True,False
1969,85,0.0,1020.0,2,114,1460.07,1460.07,1460.07,1494.57,0.43,0.43,0.43,0.43,1460.07,1460.07,1650,True,True,False,False,False
2228,42,2.0,286.0,3,770,5726.94,5714.87,6886.32,7297.92,297.26,110.11,469.04,2083.33,5714.48,7263.85,1514,True,False,False,True,False
2443,34,0.0,1589.0,3,429,1450.14,1464.43,1477.63,1517.02,0.26,0.26,0.26,0.26,1463.93,1477.33,1722,False,False,True,False,False
2098,48,0.0,1061.0,2,1016,1186.35,8125.43,3186.26,3.07,0.11,8138.9,7432.04,13.6,3526.27,6032.38,1558,False,False,False,True,False
1991,5,0.0,956.0,2,1571,4828.89,4828.89,2206.82,375.78,0.01,4433.7,0.01,0.01,4828.89,1396.36,1542,True,False,False,False,True
2333,57,0.0,1232.0,2,633,33318.77,30476.32,21988.47,15819.05,2857.51,107.94,14.66,0.37,32444.25,30369.51,1526,True,False,False,True,False
1818,14,0.0,61.0,2,1359,5831.01,5831.01,5816.81,5144.87,0.43,0.43,0.43,0.43,5831.01,5831.01,1596,True,False,False,False,True
2353,34,0.0,1483.0,3,2613,2655.14,2655.14,2655.14,2247.35,0.2,0.2,0.2,0.2,2655.14,2655.14,1624,False,False,False,True,False
2191,45,0.0,1382.0,3,629,1830.0,2064.06,2150.82,1558.07,0.07,0.07,0.07,0.07,1887.9,2098.37,1618,False,False,False,True,False
1731,49,0.0,1096.0,3,1261,467.45,467.45,3309.64,7665.31,0.27,0.27,0.27,0.27,467.45,1850.33,1654,False,False,False,True,False
2353,67,0.0,1096.0,2,1559,1353.65,561.74,2244.49,3429.31,120.73,0.24,43.1,0.24,670.19,558.66,1534,False,True,False,False,False
2156,25,0.0,1180.0,2,116,1176.14,2295.39,3102.93,6043.65,714.93,0.64,1829.98,1588.44,1969.88,3089.01,1535,True,False,False,True,False
2290,30,0.0,1020.0,2,288,43410.34,43212.66,41292.65,39491.98,216.83,242.59,19.14,10.5,43379.03,40688.07,1513,False,False,True,False,False
2069,40,0.0,1020.0,2,19,3121.45,43.73,2431.2,701.81,8262.23,0.23,10368.8,777.37,5078.68,190.0,1533,False,False,False,True,False
2095,72,0.0,1020.0,2,200,836.0,1961.73,1864.87,4264.85,314.36,0.07,3297.23,265.79,2394.29,2073.25,1527,True,False,False,True,False
2258,60,0.0,0.0,2,1348,1411.45,1425.74,1600.23,3726.5,0.46,0.46,0.46,0.46,1425.25,1439.1,1598,False,False,False,True,False
2223,60,1.0,834.0,2,22,8613.03,9364.93,9615.73,8373.88,0.44,8476.27,1459.87,4944.61,9006.99,10803.72,1537,True,False,True,False,False
2297,40,0.0,1020.0,2,580,4192.49,3043.12,15090.33,4189.57,6201.25,6183.09,3937.44,11934.22,2678.18,24028.34,1507,False,False,True,False,False
2215,31,0.0,1020.0,2,2,14247.84,13345.25,12074.48,10077.03,0.06,0.06,485.77,485.77,12924.16,12090.03,1588,False,False,True,False,False
1976,48,0.0,178.0,3,1888,6185.24,6199.53,6200.47,5985.64,0.4,0.4,0.4,0.4,6186.23,6200.45,1773,True,False,False,True,False
2173,90,0.0,834.0,1,8,37506.16,37506.16,35057.1,25843.99,0.13,0.13,0.13,0.13,37506.16,37506.16,1569,True,False,False,True,False
1734,30,0.0,409.0,3,314,1833.83,2524.71,2529.4,3523.78,1700.29,0.29,2676.89,543.46,2051.29,2574.36,1513,True,False,True,False,False
2293,36,0.0,1020.0,1,240,1761.3,1634.97,1563.84,628.02,1085.87,0.6,0.6,72.03,1653.17,1608.45,1510,False,False,False,True,False
2205,47,0.0,1096.0,3,91,1908.72,1908.72,1906.21,1888.71,0.2,5.06,0.2,0.2,1908.72,1906.05,1549,True,False,True,False,False
2399,61,0.0,1020.0,3,1473,3434.62,3513.35,3620.11,3297.66,7.47,0.33,14.77,1582.71,3503.78,4886.88,1531,True,False,False,True,False
1878,29,0.0,1096.0,3,933,3134.04,4413.69,3973.25,1114.9,2214.33,685.76,1795.76,0.04,4767.47,4001.71,1507,False,False,False,True,False
2439,83,0.0,575.0,2,44,5092.55,5092.55,4502.37,2609.5,0.59,0.59,0.59,0.59,5092.55,4784.92,1568,False,False,False,True,False
2257,30,0.0,146.0,2,1036,5167.86,5167.86,5167.86,5136.41,0.43,0.43,0.43,0.43,5167.86,5167.86,1822,False,False,False,False,True
2067,51,0.0,1084.0,2,1102,2474.35,2002.99,1544.13,996.39,285.86,1000.14,329.6,28.71,2278.58,1486.86,1525,True,False,True,False,False
1766,57,2.0,1589.0,3,384,1868.28,2084.27,2178.53,2475.78,143.4,143.4,359.39,222.46,2035.27,2150.64,1527,False,True,False,False,False
2299,36,0.0,15.0,3,2480,4776.08,4889.42,4880.85,4907.96,0.51,0.51,99.57,0.51,4827.45,4901.28,1794,False,False,False,True,False
1470,26,0.0,1154.0,3,1730,483.52,483.52,2032.88,6547.79,0.3,0.3,0.3,57.44,483.52,560.64,1633,True,False,False,True,False
2041,37,0.0,1096.0,1,44,3285.76,22474.93,19621.65,20090.95,1428.93,0.36,20598.33,970.39,13235.12,22962.58,1521,False,False,False,True,False
2037,64,1.0,318.0,3,1379,1873.26,1873.26,1873.26,1863.58,0.64,0.64,0.64,0.64,1873.26,1873.26,1801,True,False,False,True,False
2096,65,2.0,334.0,2,141,16661.18,15244.27,12543.09,5587.15,1067.31,13427.74,316.7,3506.6,15355.98,12922.53,1511,True,False,False,True,False
1973,44,0.0,575.0,2,1720,1.55,6858.69,2098.91,1561.29,0.29,0.29,7071.71,0.29,3385.79,1513.07,1616,False,False,True,False,False
2371,28,0.0,34.0,2,380,393.73,1828.19,1459.71,855.29,0.46,0.46,1429.03,0.46,595.04,1832.18,1569,False,False,False,True,False
1797,85,0.0,1096.0,3,1558,1710.92,1682.35,1682.35,1570.61,29.1,29.1,0.53,0.53,1710.92,1682.35,1535,False,False,False,True,False
2349,47,0.0,904.0,3,78,3565.62,3565.62,3762.77,4380.89,0.29,0.29,0.29,330.35,3565.62,3767.92,1595,True,False,False,True,False
1917,53,0.0,1020.0,2,13,2325.73,2319.04,2448.55,2539.23,0.34,9.45,0.34,216.15,2322.86,2501.77,1539,True,False,True,False,False
2368,45,4.0,1643.0,3,210,1129.04,1844.96,2161.69,326.46,0.43,2857.57,714.71,1429.0,1228.35,1983.21,1563,False,False,False,True,False
2259,64,0.0,1020.0,3,12,667.73,554.87,5483.41,10699.24,113.1,203.81,0.24,0.24,589.11,510.31,1514,True,False,True,False,False
1737,43,2.0,102.0,2,113,1676.67,1665.86,1496.04,1280.68,3571.51,4285.8,0.09,0.09,1807.33,1444.84,1535,True,False,False,True,False
2348,29,2.0,409.0,2,598,1145.73,1146.14,5212.33,12984.06,0.37,143.23,0.37,6574.66,1145.73,6913.7,1538,True,False,False,True,False
1760,71,2.0,572.0,3,189,7107.98,7250.84,7396.6,11382.52,0.37,0.37,143.23,0.37,7127.68,7330.22,1596,True,False,False,True,False
2157,41,0.0,1096.0,1,158,3464.48,4153.49,3419.33,1105.09,4.83,667.02,688.91,1433.5,3770.31,4459.19,1516,True,False,False,True,False
1660,50,0.0,409.0,1,88,4548.48,3526.01,2831.89,8075.81,0.61,0.61,1748.08,2529.75,2985.16,1536.98,1810,True,False,True,False,False
2209,20,0.0,1020.0,2,80,4173.44,13100.64,7856.58,5722.67,10.23,0.41,2865.39,2857.56,9102.2,8499.94,1526,False,False,False,False,True
2206,48,0.0,1494.0,3,1705,10562.92,10749.66,12306.42,11751.67,0.2,0.2,1770.91,1314.63,10858.41,12490.78,1570,True,False,True,False,False
1797,73,0.0,1232.0,2,7,9646.43,9350.12,9413.3,8606.31,376.44,214.86,66.0,57.11,9653.88,9365.87,1531,False,False,False,True,False
2055,39,0.0,1020.0,3,411,1985.69,2421.75,2575.77,4918.08,0.54,0.54,0.54,0.54,2151.09,2573.82,1779,False,False,True,False,False
2219,44,0.0,649.0,3,1076,3923.28,3923.28,3143.12,1801.9,0.07,1428.64,0.07,43.34,3923.28,2968.1,1545,False,False,False,True,False
1995,38,0.0,1085.0,3,2105,812.81,7188.79,2252.91,108.05,10000.17,7143.03,15373.03,0.17,5054.6,1658.84,1514,True,False,False,True,False
1718,29,1.0,1020.0,2,582,35876.37,162.09,8389.41,913.29,0.24,0.24,0.24,1143.1,23561.1,162.09,1584,False,False,False,True,False
2154,23,0.0,650.0,3,2838,172.57,125.36,3531.5,1436.49,3.37,14365.39,55.26,10929.89,114.37,9721.17,1520,False,False,False,False,True
941,36,3.0,1020.0,3,501,1416.97,1498.64,1627.54,2088.17,0.29,0.29,52.67,306.24,1449.56,1581.81,1801,True,False,False,True,False
2425,47,0.0,566.0,3,973,348.81,2723.9,2570.47,2798.49,0.01,0.01,2349.07,0.01,2220.29,2732.51,1757,True,False,False,True,False
1767,34,0.0,302.0,2,402,52.46,52.46,1455.53,193.26,0.5,0.5,0.5,0.5,52.46,52.46,1568,False,False,True,False,False
1881,49,0.0,623.0,3,1031,4495.6,4496.67,4503.31,4506.25,0.21,0.21,5.01,11.11,4500.03,4502.41,1530,True,False,True,False,False
1637,72,0.0,1084.0,3,1575,4723.95,1311.96,2070.79,2037.39,0.2,0.2,0.2,0.2,3194.44,1401.82,1734,True,True,False,False,False
2295,42,0.0,630.0,3,404,333.96,3185.45,3280.58,590.22,0.23,0.23,2913.28,421.66,2759.92,3507.19,1601,True,False,True,False,False
2059,69,0.0,586.0,3,2591,8582.61,818.9,1628.19,796.91,7764.29,0.57,0.57,0.57,3228.33,818.9,1515,False,False,False,True,False
2017,72,0.0,575.0,3,616,2148.25,2148.25,2148.25,2134.64,0.19,0.19,0.19,0.19,2148.25,2148.25,1852,True,True,False,False,False
2282,45,0.0,409.0,3,457,6174.44,6307.32,6482.12,6313.3,0.2,0.2,138.7,138.7,6206.15,6629.98,1568,True,False,False,True,False
1971,27,0.0,904.0,1,1908,557.95,557.95,2133.98,3649.93,0.2,0.2,0.2,0.2,557.95,557.95,1651,False,False,True,False,False
2190,74,2.0,1020.0,1,16,1048.21,1219.46,1766.86,1060.44,0.29,143.14,171.53,1086.93,1084.21,1702.49,1563,True,False,False,True,False
2257,27,0.0,283.0,2,2482,2104.02,2118.3,3450.76,6741.7,0.69,0.69,0.69,2776.83,2110.42,3555.24,1569,False,False,False,False,True
2226,39,2.0,968.0,2,268,4413.0,1221.79,3825.64,6990.34,7857.43,13240.23,3337.41,2118.84,2151.83,3385.7,1510,True,False,False,True,False
1724,44,0.0,496.0,2,1895,4319.55,4319.55,4314.88,3999.55,0.27,0.27,0.27,0.27,4319.55,4319.55,1618,False,False,False,True,False
2243,29,1.0,1096.0,3,439,18986.24,18845.41,18877.31,18328.27,371.71,371.71,0.29,0.29,18969.49,18865.68,1525,False,False,False,True,False
1747,5,0.0,1111.0,2,1292,1071.48,3642.91,2716.78,3538.85,286.41,143.56,2857.84,3.69,1071.48,3575.81,1535,False,False,False,False,True
2052,70,1.0,575.0,2,572,1452.29,1452.29,1461.21,1560.89,0.43,0.43,0.43,0.43,1452.29,1452.29,1835,False,False,False,True,False
1647,38,0.0,395.0,2,454,8012.84,8012.84,8012.84,7274.93,0.59,0.59,0.59,0.59,8012.84,8012.84,1598,False,False,False,True,False
2280,48,0.0,409.0,2,327,3242.92,3242.92,3242.92,3223.88,0.61,0.61,0.61,0.61,3242.92,3242.92,1701,False,False,False,True,False
1945,49,0.0,996.0,3,3,1813.04,1638.85,1453.51,2525.44,317.0,1121.11,3.96,718.24,1633.39,1312.92,1509,False,False,False,True,False
2072,36,0.0,1061.0,2,1016,1229.18,1683.31,1748.59,351.19,0.19,19.47,500.19,385.9,1361.49,1775.15,1548,True,False,False,True,False
1966,68,0.0,664.0,2,1356,4355.8,4355.8,4399.44,11833.52,0.21,0.21,0.21,74.98,4355.8,4404.04,1610,True,True,False,False,False
1922,86,0.0,1076.0,2,64,8062.2,8041.54,8014.9,7683.69,161.93,162.17,143.33,143.33,8062.29,8000.77,1521,True,True,False,False,False
1904,28,0.0,1111.0,2,330,17271.24,17465.99,17538.12,18204.56,0.49,8.2,175.05,156.32,17393.9,17554.55,1540,True,False,False,True,False
2356,36,2.0,1469.0,2,2708,5.48,7796.66,2361.85,303.1,19.01,0.25,75276.71,17019.81,2133.99,4641.37,1528,True,False,False,True,False
2086,45,2.0,269.0,2,374,3535.21,1303.2,1968.46,872.56,1428.7,0.13,1200.4,168.56,2731.66,1368.2,1520,True,False,False,True,False
